name,birthcity,countryName,birthyear,gender,occupation,industry,domain,TotalPageViews,StdDevPageViews,PageViewsEnglish,AverageViews
Hans Magnus Enzensberger,Kaufbeuren,Germany,1929,Male,WRITER,LANGUAGE,HUMANITIES,1048951,3774.140062,130280,36170.72414
Mika Waltari,Helsinki,FINLAND,1908,Male,WRITER,LANGUAGE,HUMANITIES,1048292,3024.594764,177509,28332.21622
Alain Robbe-Grillet,Brest,FRANCE,1922,Male,WRITER,LANGUAGE,HUMANITIES,1048013,7166.261134,283422,29943.22857
Theo Angelopoulos,Athens,Greece,1935,Male,FILM DIRECTOR,FILM AND THEATRE,ARTS,1045850,25735.07168,205386,27522.36842
Thomas Muster,Leibnitz,AUSTRIA,1967,Male,TENNIS PLAYER,INDIVIDUAL SPORTS,SPORTS,1045442,7216.536342,341584,32670.0625
Cristian Zaccardo,Formigine,ITALY,1981,Male,SOCCER PLAYER,TEAM SPORTS,SPORTS,1045123,16079.26281,327997,36038.72414
Geraldine Page,Kirksville,UNITED STATES,1924,Female,ACTOR,FILM AND THEATRE,ARTS,1044263,4553.098018,755630,32633.21875
Kazuki Nakajima,Okazaki,JAPAN,1985,Male,RACECAR DRIVER,INDIVIDUAL SPORTS,SPORTS,1043658,6726.716658,239541,29818.8
Richard Dunne,Tallaght,Ireland,1979,Male,SOCCER PLAYER,TEAM SPORTS,SPORTS,1043294,7291.77138,710096,33654.64516
José Sócrates,Alijó,PORTUGAL,1957,Male,POLITICIAN,GOVERNMENT,INSTITUTIONS,1042141,11756.45288,316150,23685.02273
Giulietta Masina,San Giorgio di Piano,ITALY,1921,Female,ACTOR,FILM AND THEATRE,ARTS,1042114,5568.124609,320527,33616.58065
David Bryan,Perth Amboy,United States,1962,Male,MUSICIAN,MUSIC,ARTS,1041815,4508.331036,556992,37207.67857
Alexander Vinokourov,Petropavlovsk-Kamchatsky,Russia,1973,Male,CYCLIST,INDIVIDUAL SPORTS,SPORTS,1041199,23559.98272,397989,37185.67857
Carola Häggkvist,Stockholm,SWEDEN,1966,Female,SINGER,MUSIC,ARTS,1041044,6696.520929,258413,37180.14286
Marcelo Ríos,Santiago,CHILE,1975,Male,TENNIS PLAYER,INDIVIDUAL SPORTS,SPORTS,1039668,5263.896721,352812,34655.6
Angelo Peruzzi,Blera,ITALY,1970,Male,SOCCER PLAYER,TEAM SPORTS,SPORTS,1038152,4058.046257,286224,37076.85714
Leopoldo Galtieri,Buenos Aires,ARGENTINA,1926,Male,POLITICIAN,GOVERNMENT,INSTITUTIONS,1036548,7824.076515,354875,30486.70588
Richard Burns,Reading,UNITED KINGDOM,1971,Male,RACECAR DRIVER,INDIVIDUAL SPORTS,SPORTS,1035248,3578.017052,450704,36973.14286
Ernests Gulbis,Riga,LATVIA,1988,Male,TENNIS PLAYER,INDIVIDUAL SPORTS,SPORTS,1034676,15508.0366,548225,38321.33333
Sheikh Hasina,Tungipara Upazila,BANGLADESH,1947,Female,POLITICIAN,GOVERNMENT,INSTITUTIONS,1034484,8600.075563,757125,24057.76744
Fernando Belaúnde Terry,Lima,PERU,1912,Male,ARCHITECT,DESIGN,ARTS,1034011,9246.496086,111758,35655.55172
Tansu Çiller,Istanbul,TURKEY,1946,Female,ECONOMIST,SOCIAL SCIENCES,SCIENCE & TECHNOLOGY,1033242,6725.466941,212418,30389.47059
Yves Leterme,Wervik,BELGIUM,1960,Male,POLITICIAN,GOVERNMENT,INSTITUTIONS,1031894,10534.2899,335676,19844.11538
Ai Sugiyama,Yokohama,JAPAN,1975,Female,TENNIS PLAYER,INDIVIDUAL SPORTS,SPORTS,1031368,7542.594453,202158,38198.81481
Narain Karthikeyan,Chennai,India,1977,Male,RACECAR DRIVER,INDIVIDUAL SPORTS,SPORTS,1031296,9616.111053,591129,28647.11111
Javier Pérez de Cuéllar,Lima,PERU,1920,Male,POLITICIAN,GOVERNMENT,INSTITUTIONS,1030488,3244.457188,331961,20609.76
Ken Saro-Wiwa,Bori,Nigeria,1941,Male,SOCIAL ACTIVIST,ACTIVISM,PUBLIC FIGURE,1029537,8610.946675,587233,38131
Johan Neeskens,Heemstede,NETHERLANDS,1951,Male,COACH,TEAM SPORTS,SPORTS,1028022,3993.844141,311091,29372.05714
Laurent-Désiré Kabila,Likasi,Democratic Republic of Congo,1939,Male,POLITICIAN,GOVERNMENT,INSTITUTIONS,1027859,4423.480088,433126,24472.83333
Paul di Resta,Uphall,UNITED KINGDOM,1986,Male,RACECAR DRIVER,INDIVIDUAL SPORTS,SPORTS,1027856,11197.39933,611196,34261.86667
Adolfo Bioy Casares,Buenos Aires,Argentina,1914,Male,WRITER,LANGUAGE,HUMANITIES,1027110,20705.52747,135533,38041.11111
Samora Machel,Gaza Province,MOZAMBIQUE,1933,Male,POLITICIAN,GOVERNMENT,INSTITUTIONS,1026759,14177.5873,481629,32086.21875
Vikash Dhorasoo,Harfleur,FRANCE,1973,Male,SOCCER PLAYER,TEAM SPORTS,SPORTS,1026481,4906.700039,322957,38017.81481
Markus Rosenberg,Malmö Municipality,SWEDEN,1982,Male,SOCCER PLAYER,TEAM SPORTS,SPORTS,1026191,9818.834772,398523,35385.89655
Bernard Lewis,London,United Kingdom,1916,Male,HISTORIAN,HISTORY,HUMANITIES,1023962,3572.484288,656560,36570.07143
Sven Kramer,Heerenveen,NETHERLANDS,1986,Male,SKATER,INDIVIDUAL SPORTS,SPORTS,1023325,34320.93258,249148,39358.65385
Álvaro Siza Vieira,Matosinhos,PORTUGAL,1933,Male,ARCHITECT,DESIGN,ARTS,1021647,3182.906559,223772,35229.2069
Iván Helguera,Santander,SPAIN,1975,Male,SOCCER PLAYER,TEAM SPORTS,SPORTS,1021466,3648.928359,320012,39287.15385
Imre Lakatos,Debrecen,HUNGARY,1922,Male,PHILOSOPHER,PHILOSOPHY,HUMANITIES,1021231,3123.718424,368464,34041.03333
Dennis Rommedahl,Copenhagen,DENMARK,1978,Male,SOCCER PLAYER,TEAM SPORTS,SPORTS,1021222,13207.16099,458102,31913.1875
Jean-Pierre Léaud,Paris,FRANCE,1944,Male,ACTOR,FILM AND THEATRE,ARTS,1021202,7374.44339,333235,36471.5
Jeremy Wariner,Irving,United States,1984,Male,ATHLETE,INDIVIDUAL SPORTS,SPORTS,1021027,20194.18728,639786,35207.82759
Tranquillo Barnetta,St. Gallen,SWITZERLAND,1985,Male,SOCCER PLAYER,TEAM SPORTS,SPORTS,1020461,6946.623807,380727,30923.06061
Luisão,Amparo,BRAZIL,1981,Male,SOCCER PLAYER,TEAM SPORTS,SPORTS,1020224,6707.903223,412596,34007.46667
Siad Barre,Garbahaareey,SOMALIA,1919,Male,POLITICIAN,GOVERNMENT,INSTITUTIONS,1019305,4278.46328,583554,29979.55882
Cannonball Adderley,Tampa,UNITED STATES,1928,Male,MUSICIAN,MUSIC,ARTS,1018697,3537.601663,634723,39180.65385
Mohammed Zahir Shah,Kabul,AFGHANISTAN,1915,Male,POLITICIAN,GOVERNMENT,INSTITUTIONS,1018231,4136.442702,567052,27519.75676
Pedro de la Rosa,Barcelona,SPAIN,1971,Male,RACECAR DRIVER,INDIVIDUAL SPORTS,SPORTS,1016399,6341.156546,370015,26747.34211
Jonas Savimbi,Bié Province,ANGOLA,1934,Male,SOCIAL ACTIVIST,ACTIVISM,PUBLIC FIGURE,1016100,8780.102719,503231,33870
Sotiris Ninis,Himarë,ALBANIA,1990,Male,SOCCER PLAYER,TEAM SPORTS,SPORTS,1015834,10308.65119,543962,39070.53846
Andreas Möller,Frankfurt,Germany,1967,Male,SOCCER PLAYER,TEAM SPORTS,SPORTS,1015446,4735.143441,224272,36265.92857
Boris Spassky,Saint Petersburg,Russia,1937,Male,CHESSMASTER,INDIVIDUAL SPORTS,SPORTS,1015389,6390.9976,531964,22564.2
Jane Seymour,London,UNITED KINGDOM,1951,Female,ACTOR,FILM AND THEATRE,ARTS,1015076,7900.468803,190190,30759.87879
Yevgeny Kafelnikov,Sochi,Russia,1974,Male,TENNIS PLAYER,INDIVIDUAL SPORTS,SPORTS,1015000,7952.515286,532485,29852.94118
Quentin Bryce,Brisbane,AUSTRALIA,1942,Female,POLITICIAN,GOVERNMENT,INSTITUTIONS,1012573,6603.40938,689233,38945.11538
Demetrio Albertini,Besana in Brianza,Italy,1971,Male,SOCCER PLAYER,TEAM SPORTS,SPORTS,1012155,3883.312215,288618,33738.5
Serdar Tasci,Esslingen am Neckar,Germany,1987,Male,SOCCER PLAYER,TEAM SPORTS,SPORTS,1011567,11347.26671,371982,32631.19355
Mathieu Debuchy,Fretin,France,1985,Male,SOCCER PLAYER,TEAM SPORTS,SPORTS,1011048,26838.08789,497162,36108.85714
P. W. Botha,Paul Roux,South Africa,1916,Male,POLITICIAN,GOVERNMENT,INSTITUTIONS,1009398,18014.65651,431318,28038.83333
Alberto Ascari,Milan,ITALY,1918,Male,RACECAR DRIVER,INDIVIDUAL SPORTS,SPORTS,1009319,4021.366099,318911,26561.02632
Thor Hushovd,Grimstad,NORWAY,1978,Male,CYCLIST,INDIVIDUAL SPORTS,SPORTS,1008146,22560.23764,393372,32520.83871
William Saroyan,Fresno,UNITED STATES,1908,Male,WRITER,LANGUAGE,HUMANITIES,1007397,3117.839224,605239,30527.18182
Daniele Bonera,Brescia,ITALY,1981,Male,SOCCER PLAYER,TEAM SPORTS,SPORTS,1006274,4510.533259,371654,30493.15152
Eugène Terre'Blanche,Ventersdorp,South Africa,1941,Male,SOCIAL ACTIVIST,ACTIVISM,PUBLIC FIGURE,1005843,41224.8146,681558,37253.44444
George Gamow,Odessa,Ukraine,1904,Male,PHYSICIST,NATURAL SCIENCES,SCIENCE & TECHNOLOGY,1005067,4048.233222,356576,25770.94872
Henryk Górecki,Czernica,POLAND,1933,Male,COMPOSER,MUSIC,ARTS,1004351,15310.57694,446374,33478.36667
Ya?ar Kemal,Gökçedam,TURKEY,1923,Male,WRITER,LANGUAGE,HUMANITIES,1002685,9660.026973,98048,37136.48148
Reinaldo Arenas,Oriente,Cuba,1943,Male,WRITER,LANGUAGE,HUMANITIES,1002432,4234.749104,424072,38555.07692
Nikita Mikhalkov,Moscow,Russia,1945,Male,FILM DIRECTOR,FILM AND THEATRE,ARTS,999881,3403.154258,432035,29408.26471
David Robinson,Key West,UNITED STATES,1965,Male,BASKETBALL PLAYER,TEAM SPORTS,SPORTS,999221,6877.343745,116411,31225.65625
Alberto Korda,Havana,Cuba,1928,Male,PHOTOGRAPHER,FINE ARTS,ARTS,998520,3325.578763,335932,35661.42857
Jewel,Payson,United States,1974,Female,MUSICIAN,MUSIC,ARTS,998499,8438.35031,235482,38403.80769
Juvénal Habyarimana,Rwanda,Rwanda,1937,Male,POLITICIAN,GOVERNMENT,INSTITUTIONS,997203,4496.767859,596108,32167.83871
Aldair,Ilhéus,Brazil,1965,Male,SOCCER PLAYER,TEAM SPORTS,SPORTS,995816,3302.469241,338484,36882.07407
Tim Borowski,Neubrandenburg,Germany,1980,Male,SOCCER PLAYER,TEAM SPORTS,SPORTS,995349,9153.176382,304562,28438.54286
Aleksandr Kerzhakov,Kingisepp,Russia,1982,Male,SOCCER PLAYER,TEAM SPORTS,SPORTS,995337,15589.12983,584687,26901
Lee Chung-yong,Seoul,South Korea,1988,Male,SOCCER PLAYER,TEAM SPORTS,SPORTS,993462,9596.912411,539586,38210.07692
Mira Furlan,Zagreb,CROATIA,1955,Female,ACTOR,FILM AND THEATRE,ARTS,993378,2615.586018,553913,35477.78571
Giuliano Amato,Turin,ITALY,1938,Male,POLITICIAN,GOVERNMENT,INSTITUTIONS,991560,19986.71086,125197,26093.68421
Steve Finnan,Limerick,IRELAND,1976,Male,SOCCER PLAYER,TEAM SPORTS,SPORTS,990649,5446.023461,654411,31956.41935
Kingsley Amis,Clapham,United Kingdom,1922,Male,WRITER,LANGUAGE,HUMANITIES,990451,2415.452022,707264,31950.03226
João Havelange,Rio de Janeiro,BRAZIL,1916,Male,BUSINESSPERSON,BUSINESS,BUSINESS & LAW,989001,9038.593279,343706,29088.26471
Bronis?aw Geremek,Warsaw,POLAND,1932,Male,POLITICIAN,GOVERNMENT,INSTITUTIONS,986141,32540.35576,98336,36523.74074
Antonín Panenka,Prague,CZECH REPUBLIC,1948,Male,SOCCER PLAYER,TEAM SPORTS,SPORTS,985954,25730.16892,308483,33998.41379
Dominika Cibulková,Bratislava,SLOVAKIA,1989,Female,TENNIS PLAYER,INDIVIDUAL SPORTS,SPORTS,985261,15202.33823,495511,29856.39394
Mohammad Najibullah,Gardez,AFGHANISTAN,1947,Male,PHYSICIAN,MEDICINE,SCIENCE & TECHNOLOGY,984299,4946.014328,628119,30759.34375
Jean Tigana,Bamako,MALI,1955,Male,COACH,TEAM SPORTS,SPORTS,983785,6522.22554,330381,35135.17857
Paul Biya,Mvomeka'a,Cameroon,1933,Male,POLITICIAN,GOVERNMENT,INSTITUTIONS,983589,6830.151724,445380,22354.29545
Ciprian Marica,Bucharest,ROMANIA,1985,Male,SOCCER PLAYER,TEAM SPORTS,SPORTS,982782,13127.00339,447987,36399.33333
Larissa Latynina,Kherson,UKRAINE,1934,Female,GYMNAST,INDIVIDUAL SPORTS,SPORTS,982516,50463.31898,601192,25855.68421
Dalia Grybauskait?,Vilnius,LITHUANIA,1956,Female,POLITICIAN,GOVERNMENT,INSTITUTIONS,982334,11379.5137,330797,20047.63265
Kenwyne Jones,Point Fortin,TRINIDAD AND TOBAGO,1984,Male,SOCCER PLAYER,TEAM SPORTS,SPORTS,982135,7013.823015,757172,37774.42308
Abdoulaye Wade,Kébémer Department,Senegal,1926,Male,POLITICIAN,GOVERNMENT,INSTITUTIONS,981117,9487.697046,327730,22816.67442
P. V. Narasimha Rao,Karimnagar,India,1921,Male,POLITICIAN,GOVERNMENT,INSTITUTIONS,979409,6335.448759,842603,32646.96667
Osamu Shimomura,Kyoto,JAPAN,1928,Male,CHEMIST,NATURAL SCIENCES,SCIENCE & TECHNOLOGY,979173,25078.97261,172326,27199.25
Geremi Njitap,Bafoussam,CAMEROON,1978,Male,SOCCER PLAYER,TEAM SPORTS,SPORTS,979027,5643.377202,457658,28794.91176
Jaime Alguersuari,Barcelona,SPAIN,1990,Male,RACECAR DRIVER,INDIVIDUAL SPORTS,SPORTS,978033,12591.05945,340312,30563.53125
John Surtees,Tatsfield,UNITED KINGDOM,1934,Male,RACECAR DRIVER,INDIVIDUAL SPORTS,SPORTS,977766,14241.91331,460781,30555.1875
David Albelda,La Pobla Llarga,SPAIN,1977,Male,SOCCER PLAYER,TEAM SPORTS,SPORTS,976832,4452.198451,367222,34886.85714
Chinghiz Aitmatov,Sheker,Kyrgyzstan,1928,Male,WRITER,LANGUAGE,HUMANITIES,975138,6547.967093,174179,19502.76
Ryan Nelsen,Christchurch,NEW ZEALAND,1977,Male,SOCCER PLAYER,TEAM SPORTS,SPORTS,973883,14528.29163,712758,31415.58065
Benedikt Höwedes,Haltern,Germany,1988,Male,SOCCER PLAYER,TEAM SPORTS,SPORTS,973223,11868.79746,394584,31394.29032
Leonel Fernández,Santo Domingo,DOMINICAN REPUBLIC,1953,Male,POLITICIAN,GOVERNMENT,INSTITUTIONS,972570,8708.487813,403779,27015.83333
Iman Abdulmajid,Mogadishu,SOMALIA,1955,Female,MODEL,MEDIA PERSONALITY,PUBLIC FIGURE,971078,5885.272151,174394,34681.35714
Andreas Brehme,Hamburg,Germany,1960,Male,SOCCER PLAYER,TEAM SPORTS,SPORTS,970598,4100.509907,236254,29412.06061
Mayumi Iizuka,Tokyo,JAPAN,1977,Female,ACTOR,FILM AND THEATRE,ARTS,969995,3023.285734,94180,27714.14286
Jody Scheckter,London,SOUTH AFRICA,1950,Male,RACECAR DRIVER,INDIVIDUAL SPORTS,SPORTS,969798,4940.58508,419281,33441.31034
Julian Barnes,Leicester,UNITED KINGDOM,1946,Male,WRITER,LANGUAGE,HUMANITIES,969491,9464.833148,592760,33430.72414
Laura Chinchilla,San José,Costa Rica,1959,Female,POLITICIAN,GOVERNMENT,INSTITUTIONS,969339,14619.81794,383811,22030.43182
Saul Kripke,Long Island (ex Queens & Brooklyn),United States,1940,Male,PHILOSOPHER,PHILOSOPHY,HUMANITIES,969323,3598.546046,650037,35900.85185
Jean Makoun,Yaoundé,CAMEROON,1983,Male,SOCCER PLAYER,TEAM SPORTS,SPORTS,969122,10361.08153,529865,34611.5
Michael Stich,Pinneberg,Germany,1968,Male,TENNIS PLAYER,INDIVIDUAL SPORTS,SPORTS,969010,8043.350314,299021,34607.5
Milton Obote,Apac,UGANDA,1925,Male,POLITICIAN,GOVERNMENT,INSTITUTIONS,966053,3267.168799,547235,29274.33333
Nicolás Otamendi,Buenos Aires,ARGENTINA,1988,Male,SOCCER PLAYER,TEAM SPORTS,SPORTS,965830,11060.28479,427799,34493.92857
Mercedes Ruehl,New York,United States,1948,Female,ACTOR,FILM AND THEATRE,ARTS,965529,3697.469559,723499,34483.17857
Fernando González,Santiago,CHILE,1980,Male,TENNIS PLAYER,INDIVIDUAL SPORTS,SPORTS,963892,8356.638704,571056,29208.84848
Jusuf Habibie,Parepare,INDONESIA,1936,Male,POLITICIAN,GOVERNMENT,INSTITUTIONS,963530,14643.7407,209421,26764.72222
Sébastien Bourdais,Le Mans,FRANCE,1979,Male,RACECAR DRIVER,INDIVIDUAL SPORTS,SPORTS,962477,6732.020815,400492,26012.89189
Louis Leakey,Kabete,Kenya,1903,Male,ARCHAEOLOGIST,NATURAL SCIENCES,SCIENCE & TECHNOLOGY,962081,20298.22344,621059,29153.9697
Siegfried Lenz,E?k,POLAND,1926,Male,WRITER,LANGUAGE,HUMANITIES,961530,3700.537336,168568,30047.8125
Pieter van den Hoogenband,Maastricht,NETHERLANDS,1978,Male,SWIMMER,INDIVIDUAL SPORTS,SPORTS,960381,19897.01811,318070,36937.73077
Ion Iliescu,Olteni?a,ROMANIA,1930,Male,POLITICIAN,GOVERNMENT,INSTITUTIONS,959886,5392.574251,310638,23997.15
Henrique Hilário,Porto District,PORTUGAL,1975,Male,SOCCER PLAYER,TEAM SPORTS,SPORTS,958054,4787.827029,557984,28178.05882
Andrei Gromyko,Gomel,BELARUS,1909,Male,POLITICIAN,GOVERNMENT,INSTITUTIONS,957296,3797.504708,430857,22262.69767
Thomas Morgenstern,Spittal an der Drau,AUSTRIA,1986,Male,SKIER,INDIVIDUAL SPORTS,SPORTS,956853,15553.03126,104822,35439
Alexander Grothendieck,Berlin,Germany,1928,Male,MATHEMATICIAN,MATH,SCIENCE & TECHNOLOGY,955278,4074.768691,505230,34117.07143
Eric S. Raymond,Boston,UNITED STATES,1957,Male,COMPUTER SCIENTIST,COMPUTER SCIENCE,SCIENCE & TECHNOLOGY,955077,1556.610005,477302,29846.15625
?????? ?????????? ????????,Orotukan,Russia,1985,Female,SINGER,MUSIC,ARTS,953695,12967.1619,124669,35322.03704
Miloš Zeman,Kolín,CZECH REPUBLIC,1944,Male,POLITICIAN,GOVERNMENT,INSTITUTIONS,953135,41818.82608,180896,21662.15909
Roberto Abbondanzieri,Bouquet,Argentina,1972,Male,SOCCER PLAYER,TEAM SPORTS,SPORTS,951849,4374.269244,249931,33994.60714
Siphiwe Tshabalala,Soweto,South Africa,1984,Male,SOCCER PLAYER,TEAM SPORTS,SPORTS,951681,17001.72515,499699,29740.03125
Judy Holliday,New York,UNITED STATES,1921,Female,ACTOR,FILM AND THEATRE,ARTS,951555,5004.760149,776722,36598.26923
Charles K. Kao,Shanghai,China,1933,Male,INVENTOR,INVENTION,SCIENCE & TECHNOLOGY,950359,22296.81829,483676,25685.37838
Roman Herzog,Landshut,GERMANY,1934,Male,POLITICIAN,GOVERNMENT,INSTITUTIONS,950351,7502.30822,146199,20220.23404
Arash,Tehran,Iran,1977,Male,SINGER,MUSIC,ARTS,948981,7559.48639,255,29655.65625
Leo Esaki,Osaka,JAPAN,1925,Male,PHYSICIST,NATURAL SCIENCES,SCIENCE & TECHNOLOGY,948604,5391.286828,192723,21080.08889
Maurice Wilkins,Pongaroa,NEW ZEALAND,1916,Male,PHYSICIST,NATURAL SCIENCES,SCIENCE & TECHNOLOGY,948220,4677.196517,508786,22576.66667
Martin Schulz,Eschweiler,Germany,1955,Male,POLITICIAN,GOVERNMENT,INSTITUTIONS,944343,13766.66569,291287,36320.88462
Massimo D'Alema,Rome,ITALY,1949,Male,POLITICIAN,GOVERNMENT,INSTITUTIONS,944255,9124.572235,146785,25520.40541
Ernst Happel,Vienna,AUSTRIA,1925,Male,COACH,TEAM SPORTS,SPORTS,943099,8532.084228,231973,32520.65517
Jean-Marie Pfaff,Lebbeke,BELGIUM,1953,Male,SOCCER PLAYER,TEAM SPORTS,SPORTS,942779,2983.492182,189577,36260.73077
Óscar Arias,Heredia,COSTA RICA,1940,Male,POLITICIAN,GOVERNMENT,INSTITUTIONS,942197,3504.327711,317788,19629.10417
Michel Rocard,Courbevoie,France,1930,Male,POLITICIAN,GOVERNMENT,INSTITUTIONS,941325,5485.508245,106735,36204.80769
Dennis Aogo,Karlsruhe,Germany,1987,Male,SOCCER PLAYER,TEAM SPORTS,SPORTS,941170,11523.5207,339730,32454.13793
Dokka Umarov,Chechen-Ingush Autonomous Soviet Socialist Republic,Russia,1964,Male,EXTREMIST,OUTLAWS,PUBLIC FIGURE,941079,12187.70802,555346,33609.96429
Brian Cowen,Tullamore,Ireland,1960,Male,POLITICIAN,GOVERNMENT,INSTITUTIONS,940595,11779.40354,624462,21874.30233
Nicolas Hülkenberg,Emmerich,Germany,1987,Male,RACECAR DRIVER,INDIVIDUAL SPORTS,SPORTS,940105,12623.27649,387515,27650.14706
Nguy?n Minh Tri?t,Binh Duong Province,Vietnam,1942,Male,POLITICIAN,GOVERNMENT,INSTITUTIONS,939693,5811.46139,63587,26102.58333
Vasily Chuikov,Serebryanye Prudy,Russia,1900,Male,MILITARY PERSONNEL,MILITARY,INSTITUTIONS,939396,2735.015235,378196,24087.07692
George Tupou V,Tongatapu,TONGA,1948,Male,POLITICIAN,GOVERNMENT,INSTITUTIONS,938811,35157.89602,514754,20862.46667
Chen Ning Yang,Hefei,China,1922,Male,PHYSICIST,NATURAL SCIENCES,SCIENCE & TECHNOLOGY,937809,5207.425057,409589,21313.84091
Antonis Samaras,Athens,Greece,1951,Male,POLITICIAN,GOVERNMENT,INSTITUTIONS,937663,19398.3532,350894,24675.34211
Ross Turnbull,Bishop Auckland,UNITED KINGDOM,1985,Male,SOCCER PLAYER,TEAM SPORTS,SPORTS,937494,10496.12546,551681,31249.8
Lawrence Durrell,Jalandhar,India,1912,Male,WRITER,LANGUAGE,HUMANITIES,937379,3302.818576,541636,27569.97059
Toshihide Maskawa,Nagoya,JAPAN,1940,Male,PHYSICIST,NATURAL SCIENCES,SCIENCE & TECHNOLOGY,936413,22125.81911,120855,26754.65714
Hans Bethe,Strasbourg,Germany,1906,Male,PHYSICIST,NATURAL SCIENCES,SCIENCE & TECHNOLOGY,935988,2540.381713,432501,19499.75
Ibrahim Ferrer,San Luis,Cuba,1927,Male,SINGER,MUSIC,ARTS,935236,1730.196613,344340,35970.61538
Veselin Topalov,Rousse,Bulgaria,1975,Male,CHESSMASTER,INDIVIDUAL SPORTS,SPORTS,934794,6926.970977,431913,20321.6087
Vladimir Zhirinovsky,Almaty,KAZAKHSTAN,1946,Male,POLITICIAN,GOVERNMENT,INSTITUTIONS,934593,7011.485543,433620,22252.21429
Carlos Moyá,Palma,SPAIN,1976,Male,TENNIS PLAYER,INDIVIDUAL SPORTS,SPORTS,933548,6213.088883,247535,25231.02703
Hrant Dink,Malatya,TURKEY,1954,Male,SOCIAL ACTIVIST,ACTIVISM,PUBLIC FIGURE,933526,12742.19911,250321,27456.64706
Witold Lutos?awski,Warsaw,POLAND,1913,Male,COMPOSER,MUSIC,ARTS,933067,5556.276219,283853,32174.72414
Ernesto Geisel,Bento Gonçalves,Brazil,1907,Male,POLITICIAN,GOVERNMENT,INSTITUTIONS,932978,5933.893185,119680,32171.65517
Roh Tae-woo,Daegu,South Korea,1932,Male,POLITICIAN,GOVERNMENT,INSTITUTIONS,932733,5926.819293,222488,29147.90625
Robert Fisk,Maidstone,UNITED KINGDOM,1946,Male,WRITER,LANGUAGE,HUMANITIES,931449,3766.549522,711978,30046.74194
Jimmy Greaves,London,United Kingdom,1940,Male,SOCCER PLAYER,TEAM SPORTS,SPORTS,930027,3415.037398,704930,35770.26923
Andrey Kolmogorov,Tambov,Russia,1903,Male,MATHEMATICIAN,MATH,SCIENCE & TECHNOLOGY,929060,4371.305048,433904,21115
Leszek Ko?akowski,Radom,POLAND,1927,Male,PHILOSOPHER,PHILOSOPHY,HUMANITIES,928072,13809.62814,197791,30935.73333
Ilya Prigogine,Moscow,Russia,1917,Male,CHEMIST,NATURAL SCIENCES,SCIENCE & TECHNOLOGY,928009,2410.709949,347594,21091.11364
Clyde Tombaugh,Streator,UNITED STATES,1906,Male,ASTRONOMER,NATURAL SCIENCES,SCIENCE & TECHNOLOGY,927548,24744.28289,620979,23783.28205
Tore André Flo,Flo,NORWAY,1973,Male,SOCCER PLAYER,TEAM SPORTS,SPORTS,926967,3632.594497,481427,34332.11111
Andry Rajoelina,Antananarivo,MADAGASCAR,1974,Male,POLITICIAN,GOVERNMENT,INSTITUTIONS,926450,20280.63776,460477,25039.18919
Idriss Carlos Kameni,Douala,CAMEROON,1984,Male,SOCCER PLAYER,TEAM SPORTS,SPORTS,926123,8287.068293,406324,33075.82143
Pope Shenouda III of Alexandria,Asyut,Egypt,1923,Male,RELIGIOUS FIGURE,RELIGION,INSTITUTIONS,926046,29226.15496,578065,22048.71429
Pierre Bérégovoy,Déville-lès-Rouen,FRANCE,1925,Male,POLITICIAN,GOVERNMENT,INSTITUTIONS,925807,8833.39282,139945,34289.14815
Jan Garbarek,Mysen,NORWAY,1947,Male,MUSICIAN,MUSIC,ARTS,923558,2419.378758,332793,35521.46154
Bertie Ahern,Dublin,Ireland,1951,Male,POLITICIAN,GOVERNMENT,INSTITUTIONS,923489,9230.511453,622727,20988.38636
Maurice Béjart,Marseille,FRANCE,1927,Male,DANCER,DANCE,ARTS,923424,3165.922171,129570,27982.54545
Vitaly Petrov,Vyborg,Russia,1984,Male,RACECAR DRIVER,INDIVIDUAL SPORTS,SPORTS,923186,10158.3591,391850,27975.33333
Elena Ceau?escu,Petre?ti,ROMANIA,1916,Female,POLITICIAN,GOVERNMENT,INSTITUTIONS,923091,8842.211212,157636,35503.5
Karolos Papoulias,Ioannina,Greece,1929,Male,POLITICIAN,GOVERNMENT,INSTITUTIONS,923027,9001.917184,354671,17415.60377
Hamad bin Isa Al Khalifah,Riffa,BAHRAIN,1950,Male,POLITICIAN,GOVERNMENT,INSTITUTIONS,922929,11342.01058,384665,24287.60526
Luciano Berio,Oneglia,Italy,1925,Male,COMPOSER,MUSIC,ARTS,921894,2739.830595,346471,28809.1875
Uche Kalu,Aba,Nigeria,1986,Male,SOCCER PLAYER,TEAM SPORTS,SPORTS,921292,7697.76195,329043,34121.92593
Jack Brabham,Hurstville,Australia,1926,Male,RACECAR DRIVER,INDIVIDUAL SPORTS,SPORTS,919775,3608.855983,407125,25549.30556
Ralf Dahrendorf,Hamburg,Germany,1929,Male,POLITICAL SCIENTIST,SOCIAL SCIENCES,SCIENCE & TECHNOLOGY,919537,11587.6256,218230,31708.17241
Stéphane Lambiel,Martigny,SWITZERLAND,1985,Male,SKATER,INDIVIDUAL SPORTS,SPORTS,918872,19385.7207,208063,35341.23077
Ahmet Necdet Sezer,Afyonkarahisar,TURKEY,1941,Male,JUDGE,GOVERNMENT,INSTITUTIONS,918068,4623.210654,157839,18361.36
John Fowles,Leigh-on-Sea,UNITED KINGDOM,1926,Male,WRITER,LANGUAGE,HUMANITIES,915574,1964.868045,524454,26159.25714
